Raw,Raw_Translated,Clean,Clean_Translated,Tag
iiyak nalang po siguro ako habang nagqquiz,I'll cry maybe while I'm asking,iiyak nalang po siguro ako habang nag-quiz,I'll cry maybe while I'm quizing,1
ayan na tangina i miss you talaga,That's right I miss you really,"ayan na, tangina, i miss you talaga","That's it, Tangina, I miss you really",0
Tignan mo ngayon nahihirapan nanaman ako mag focus,See now I have a hard time focusing,Tignan mo ngayon nahihirapan nanaman ako mag focus,See now I have a hard time focusing,1
gulong-gulo nako sa mga nangyayari,I was in trouble with what was happening,gulong-gulo na ako sa mga nangyayari,I am already in trouble with those who are happening,1
GALIT NA GALIT NA GALIT NA GALIT NA GALIT NA NAMAN AKO TANGINAAAAAAAAAAAAAAAA juskopinas,I was furious that I was furious again tanginaaaaaaaaaaaaaaaa juskopinas,GALIT NA GALIT NA GALIT NA GALIT NA GALIT NA NAMAN AKO TANGINA jusko pinas,I was furious that I was furious again jusko pine,1
You are the first thing that comes through my mind when the rain starts,You are the first thing that comes through my mind when the rain starts,You are the first thing that comes through my mind when the rain starts,You are the first thing that comes through my mind when the rain starts,0
Sakit ng mga mata ko nasobrahan ata sa panunuod ng porn,My eyes are so painful to watch porn,"Sakit ng mga mata ko, nasobrahan ata sa panunuod ng porn","My eyes are painful, I have been overwhelmed by porn",1
Sana all may time magluto,Hope all there is time to cook,Sana all may time magluto,Hope all there is time to cook,0
para sayo tatay,For you dad,para sayo tatay,For you dad,0
Masaya naman Sobrang nakakapagod lang Siguro dahil galing sa hike nga ng weekend tapos buhat nga ng Monday at Tuesday,It's just fun to be tedious because it came from a weekend hike since Monday and Tuesday,Masaya naman Sobrang nakakapagod lang Siguro dahil galing sa hike nga ng weekend tapos buhat nga ng Monday at Tuesday,It's just fun to be tedious because it came from a weekend hike since Monday and Tuesday,0
And just like that One message ruined my whole day Ang sarap na sana ng gising ko punyeta,And just like that one message ruined my whole day I wish I had been awake,And just like that. One message ruined my whole day. Ang sarap na sana ng gising ko punyeta,And just like that. One message ruined my whole day. I wish I had been awake,1
Nakakairita puro photocard stan account ko,It's frustrating to be my photocard stan account,"Nakakairita, puro photocard stan account ko","It's frustrating, pure photocard stan my account",1
The last man standing is a woman Her name is Risa Hontiveros,The last man standing is a woman Her name is Risa Hontiveros,The last man standing is a woman. Her name is Risa Hontiveros,The last man standing is a woman. Her name is Risa Hontiveros,0
Deserve ko maligo ngayon hahaha,I deserve to bathe now hahaha,Deserve ko maligo ngayon hahaha,I deserve to bathe now hahaha,0
sino ka po Hahahaha isa kaba sa gusto sumawsaw sa buhay ko,Who are you,sino ka po Hahahaha. isa ka ba sa gusto sumawsaw sa buhay ko,Who are you? Are you one of those who want to dip my life,1
Ayoko na muna isipin tong work tutal next week pa naman start HAHAHHA,I don't want to think about work next week yet start hahahha,"Ayoko na muna isipin tong work, tutal next week pa naman start HAHAHHA","I don't want to think about work first, after next week it's starting hahahha",0
My course doesnt interest me anymore It s not like I wanted to shift or what more like I don t enjoy learning it Im literally dragging my feet at this point,My course doesnt interest me anymore It s not like I wanted to shift or what more like I don t enjoy learning it Im literally dragging my feet at this point,My course doesnt interest me anymore It s not like I wanted to shift or what more like I don t enjoy learning it Im literally dragging my feet at this point,My course doesnt interest me anymore It s not like I wanted to shift or what more like I don t enjoy learning it Im literally dragging my feet at this point,1
After this week pahinga muna tayo sa social media,After this week let's rest on social media first,"After this week, pahinga muna tayo sa social media","After this week, let's rest on social media first",0
yes u can hold my hand if u want to cause I want to hold yours too,yes u can hold my hand if u want to cause I want to hold yours too,yes you can hold my hand if you want to cause I want to hold yours too,yes you can hold my hand if you want to cause I want to hold yours too,0
me telling to my groupmates na chill lang kaya natin to while me na nanginginig and naiiyak na dito,me telling to my groupmates that we just chill so we can be trembling and crying here,"me telling to my groupmates na chill lang kaya natin to, while me na nanginginig and naiiyak na dito","me telling to my groupmates that we can just chill, while me is shaking and crying here",0
wALA NA AKONG PICTURES,I have no pictures anymore,wALA NA AKONG PICTURES,I have no pictures anymore,0
Practice Lang mag luto para sa Future husband ko,Practice just cook for my future husband,Practice Lang mag luto para sa Future husband ko,Practice just cook for my future husband,0
Tapos na ikaw nalang kulang,You are done lacking,Tapos na ikaw nalang kulang,You are done lacking,0
Alam mo masarap gawin yon,You know it's nice to do that,Alam mo masarap gawin yon,You know it's nice to do that,0
This is very alarming Hindi pa rin talaga matanggap ng mga panatiko at fake news peddlers ang pagkapanalo nila Marcos Magnanakaw,This is very alarming that fanatics and fake news peddlers still can't accept their winning Marcos thief,This is very alarming Hindi pa rin talaga matanggap ng mga panatiko at fake news peddlers ang pagkapanalo nila Marcos Magnanakaw,This is very alarming that fanatics and fake news peddlers still can't accept their winning Marcos thief,1
Grabe yong kulog parang galit na galit,GRABE Yong thunder is like furious,"Grabe yung kulog, parang galit na galit","The thunder is so bad, it's like a furious",0
I feel you mare gusto ko na lang humimlay sa kapaguran hahahahahahah,I feel you mare I just want to go to the fatigue hahahahahahah,"I feel you mare, gusto ko na lang humimlay dahil sa kapaguran hahahahahahah","I feel you mare, I just want to go because of the fatigue hahahahahahah",1
Team Pilipinas na tayo ha,Team Philippines,Team Pilipinas na tayo ha,Team Philippines,0
KASI NGA PARA KANG UOD KAGABI GAPANG KA NANG GAPANG HAHAHAHA,Because you were like a worm last night you were so creepy hahahaha,KASI NGA PARA KANG UOD KAGABI GAPANG KA NANG GAPANG HAHAHAHA,Because you were like a worm last night you were so creepy hahahaha,0
Kung magdemand naman ng follow back matindi Pero nung check ko ang profile nya nakafollow ako pero sya hindi Ayan unfollow tuloy Tingin muna sa salamin Hehehe,If I have a follow back intense but when I check his profile I am a FOLLOWING but he does not have unfollowed look in the mirror hehehe,Kung magdemand naman ng follow back matindi. Pero nung check ko ang profile niya nakafollow ako pero sya hindi. Ayan unfollow tuloy. Tingin muna sa salamin Hehehe,If you have a follow back intense. But when I checked his profile I was in a hurry but he didn't. Ayan unfollow continuous. Look at the mirror first hehehe,1
Sana naman gumana na yung automation Nadedefeat yung purpose kaka error e,Hopefully the automation has worked on the purpose of the purpose,Sana naman gumana na yung automation Nadedefeat yung purpose kaka error e,Hopefully the automation has worked on the purpose of the purpose,0
hindi talaga kayo mga tunay HAHAHA kaloka,You are not really real hahaha kaloka,hindi talaga kayo mga tunay HAHAHA kaloka,You are not really real hahaha kaloka,1
tang ina badtrip ako wag nyokong kausapin,Tang mom badtrip me don't talk to me,tangina badtrip ako wag ninyo akong kausapin,Tangina badtrip me don't talk to me,1
Malamig ba or inayos lang nila ang aircon kaya malamig atm Ngayon ko lang naramdaman na may aircon pala kami dito,Is it cold or they just fixed the aircon so it's cold atm now I just feel like we have an aircon here,Malamig ba or inayos lang nila ang aircon kaya malamig atm Ngayon ko lang naramdaman na may aircon pala kami dito,Is it cold or they just fixed the aircon so it's cold atm now I just feel like we have an aircon here,0
Ipagdadasal ko na lang na sana wala akong pasok ng mismong May 29 hahaha,I'm just going to pray that I would not have a 29 -year -old school hahaha,Ipagdadasal ko na lang na sana wala akong pasok ng mismong May 29 hahaha,I'm just going to pray that I would not have a 29 -year -old school hahaha,0
Okay na naka move on na ako sa broken friendships I really just had that deep sinking moment to be pulled back to reality,Okay na naka move on na ako sa broken friendships I really just had that deep sinking moment to be pulled back to reality,"Okay na, naka-move on na ako sa broken friendships I really just had that deep sinking moment to be pulled back to reality","Okay na, naka-move on na ako sa broken friendships I really just had that deep sinking moment to be pulled back to reality",0
Sayang talaga Kung nagawang mapanalo ng Pinas in 4 sets yung sa Thailand may chance pa sana I think,It is unfortunate that if Pinas in 4 sets were able to win in Thailand there was a chance I would think,Sayang talaga. Kung nagawang mapanalo ng Pinas in 4 sets yung sa Thailand may chance pa sana I think,Unfortunately. If Pinas were able to win in 4 sets in Thailand there would be a chance I would think,0
Magnanakaw ang mga Marcos period,The Marcos period thieves,"Magnanakaw ang mga Marcos, period","Thieves the marcos, period",1
Umulan kana hanggang bukas wag lang sa friday,It rains until tomorrow is not just Friday,"Umulan kana hanggang bukas, wag lang sa friday","It rains until tomorrow, just don't on Friday",0
Sobrang swerte mo po sa mga anak mo Congratulations,You are so lucky with your children congratulations,Sobrang swerte mo po sa mga anak mo Congratulations,You are so lucky with your children congratulations,0
Nakakita ng cutie sa Ministop a few minutes after pak got his Instagram tiktok and fb account already FBI ka gurl HAHAHAHAH,Saw a cutie in the ministry a few minutes after pak got his instagram Tiktok and FB account already fbi ka gurl hahahahah,Nakakita ng cutie sa Ministop a few minutes after pak got his Instagram tiktok and fb account already FBI ka gurl HAHAHAHAH,Saw a cutie in the ministry a few minutes after pak got his instagram Tiktok and FB account already fbi ka gurl hahahahah,0
sometimes this is how we handle things vs ang cute pala natin my heart,sometimes this is how we handle things vs ang cute pala natin my heart,sometimes this is how we handle things vs ang cute pala natin my heart,sometimes this is how we handle things vs ang cute pala natin my heart,0
Ang lakas ng ulan Cuddle weather,The force of the rain cuddle weather,"Ang lakas ng ulan, Cuddle weather","The force of the rain, cuddle weather",0
